Product_Category,Date,Customer_Region,Sum of Order_Demand
Category_007,32012,south,137770
Category_007,32012,west,93270
Category_007,32013,east,21912
Category_007,32013,north,1899890
Category_007,32013,south,139564
Category_007,32013,west,110980
Category_007,32014,east,49443
Category_007,32014,north,2645915
Category_007,32014,south,141418
Category_007,32014,west,170044
Category_007,32015,east,55573
Category_007,32015,north,4571416
Category_007,32015,south,230888
Category_007,32015,west,83535
Category_007,32016,east,55984
Category_007,32016,north,2558411
Category_007,32016,south,2904
Category_007,32016,west,126952
Category_007,42012,east,35806
Category_007,42012,north,2546900
Category_007,42012,south,91998
Category_007,42012,west,113978
Category_007,42013,east,31802
Category_007,42013,north,2534055
Category_007,42013,south,133074
Category_007,42013,west,101096
Category_007,42014,east,53163
Category_007,42014,north,2048731
Category_007,42014,south,123821
Category_007,42014,west,157960
Category_007,42015,east,35787
Category_007,42015,north,2797455
Category_007,42015,south,86932
Category_007,42015,west,98803
Category_007,42016,east,54973
Category_007,42016,north,2723038
Category_007,42016,south,7060
Category_007,42016,west,202157
Category_007,52012,east,66826
Category_007,52012,north,1288338
Category_007,52012,south,229966
Category_007,52012,west,124165
Category_007,52013,east,40646
Category_007,52013,north,2088303
Category_007,52013,south,126726
Category_007,52013,west,74178
Category_007,52014,east,50642
Category_007,52014,north,1742271
Category_007,52014,south,119157
Category_007,52014,west,141399
Category_007,52015,east,58385
Category_007,52015,north,1282000
Category_007,52015,south,103081
Category_007,52015,west,137696
Category_007,52016,east,54298
Category_007,52016,north,485295
Category_007,52016,south,4890
Category_007,52016,west,152026
Category_007,62012,east,45752
Category_007,62012,north,1653490
Category_007,62012,south,103085
Category_007,62012,west,99091
Category_007,62013,east,41985
Category_007,62013,north,2007416
Category_007,62013,south,105533
Category_007,62013,west,32415
Category_007,62014,east,45259
Category_007,62014,north,2288053
Category_007,62014,south,147550
Category_007,62014,west,115222
Category_007,62015,east,72335
Category_007,62015,north,931617
Category_007,62015,south,128430
Category_007,62015,west,172625
Category_007,62016,east,49705
Category_007,62016,north,2189908
Category_007,62016,south,24631
Category_007,62016,west,220275
Category_007,72012,east,47184
Category_007,72012,north,1195508
Category_007,72012,south,97004
Category_007,72012,west,116746
Category_007,72013,east,67766
Category_007,72013,north,1052047
Category_007,72013,south,174432
Category_007,72013,west,151987
Category_007,72014,east,55818
Category_007,72014,north,989607
Category_007,72014,south,123575
Category_007,72014,west,153126
Category_007,72015,east,65047
Category_007,72015,north,1166574
Category_007,72015,south,125460
Category_007,72015,west,127814
Category_007,72016,east,49713
Category_007,72016,north,1742671
Category_007,72016,south,496
Category_007,72016,west,105480
Category_007,82012,east,33533
Category_007,82012,north,2099771
Category_007,82012,south,93491
Category_007,82012,west,112076
Category_007,82013,east,36053
Category_007,82013,north,2190391
Category_007,82013,south,108122
Category_007,82013,west,89931
Category_007,82014,east,51168
Category_007,82014,north,2434245
Category_007,82014,south,121318
Category_007,82014,west,65819
Category_007,82015,east,29329
Category_007,82015,north,1424362
Category_007,82015,south,87122
Category_007,82015,west,67358
Category_007,82016,east,35759
Category_007,82016,north,1551850
Category_007,82016,south,580
Category_007,82016,west,134649
Category_007,92012,east,50120
Category_007,92012,north,1065754
Category_007,92012,south,177237
Category_007,92012,west,86798
Category_007,92013,east,37455
Category_007,92013,north,1348332
Category_007,92013,south,163862
Category_007,92013,west,89482
Category_007,92014,east,31769
Category_007,92014,north,1188978
Category_007,92014,south,168624
Category_007,92014,west,82577
Category_007,92015,east,57984
Category_007,92015,north,2449283
Category_007,92015,south,172273
Category_007,92015,west,210637
Category_007,92016,east,45743
Category_007,92016,north,1948046
Category_007,92016,south,1702
Category_007,92016,west,150176
Category_008,102012,east,1
Category_008,102012,north,226
Category_008,102013,east,7
Category_008,102013,north,527
Category_008,102014,east,38
Category_008,102014,north,137
Category_008,102015,east,62
Category_008,102015,north,248
Category_008,102016,east,30
Category_008,102016,north,72
Category_008,102016,west,25
Category_008,112012,east,14
Category_008,112012,north,203
Category_008,112013,east,272
Category_008,112013,north,327
Category_008,112014,east,29
Category_008,112014,north,401
Category_008,112015,east,86
Category_008,112015,north,267
Category_008,112016,east,126
Category_008,112016,north,132
Category_008,112016,west,36
Category_008,12012,north,268
Category_008,12013,north,244
Category_008,12014,east,13
Category_008,12014,north,234
Category_008,12015,east,24
Category_008,12015,north,397
Category_008,12015,west,34
Category_008,12016,east,28
Category_008,12016,north,730
Category_008,122012,north,383
Category_008,122013,east,7
Category_008,122013,north,212
Category_008,122014,east,16
Category_008,122014,north,368
Category_008,122015,east,6
Category_008,122015,north,109
Category_008,122015,west,47
Category_008,122016,east,30
Category_008,122016,north,206
Category_008,122016,west,18
Category_008,22012,north,240
Category_008,22013,north,269
Category_008,22014,east,5
Category_008,22014,north,209
Category_008,22015,east,39
Category_008,22015,north,430
Category_008,22016,east,10
Category_008,22016,north,50
Category_008,22016,west,1
Category_008,32012,north,92
Category_008,32013,north,114
Category_008,32014,east,6
Category_008,32014,north,763
Category_008,32015,east,20
Category_008,32015,north,453
Category_008,32015,west,4
Category_008,32016,east,17
Category_008,32016,north,70
Category_008,42012,north,517
Category_008,42013,north,252
Category_008,42014,east,96
Category_008,42014,north,208
Category_008,42015,east,1
Category_008,42015,north,546
Category_008,42015,west,20
Category_008,42016,east,42
Category_008,42016,north,145
Category_008,52012,east,3
Category_008,52012,north,577
Category_008,52013,east,16
Category_008,52013,north,94
Category_008,52014,east,12
Category_008,52014,north,97
Category_008,52015,east,48
Category_008,52015,north,470
Category_008,52016,east,41
Category_008,52016,north,69
Category_008,62012,north,77
Category_008,62013,north,161
Category_008,62014,east,9
Category_008,62014,north,253
Category_008,62015,east,48
Category_008,62015,north,245
Category_008,62015,west,20
Category_008,62016,east,73
Category_008,62016,north,215
Category_008,72012,north,208
Category_008,72013,east,34
Category_008,72013,north,110
Category_008,72014,east,22
Category_008,72014,north,249
Category_008,72015,east,14
Category_008,72015,north,243
Category_008,72016,east,182
Category_008,72016,north,297
Category_008,72016,west,9
Category_008,82012,east,5
Category_008,82012,north,627
Category_008,82013,east,5
Category_008,82013,north,38
Category_008,82014,east,66
Category_008,82014,north,150
Category_008,82015,east,37
Category_008,82015,north,163
Category_008,82015,west,40
Category_008,82016,east,175
Category_008,82016,north,225
Category_008,82016,west,63
Category_008,92012,north,239
Category_008,92013,east,45
Category_008,92013,north,92
Category_008,92014,east,26
Category_008,92014,north,137
Category_008,92015,north,220
Category_008,92016,east,17
Category_008,92016,north,43
Category_009,102012,east,8823
Category_009,102012,north,4221
Category_009,102012,south,55228
Category_009,102012,west,1440
Category_009,102013,east,11199
Category_009,102013,north,7944
Category_009,102013,south,45279
Category_009,102013,west,1101
Category_009,102014,east,13231
Category_009,102014,north,8510
Category_009,102014,south,30772
Category_009,102014,west,2208
Category_009,102015,east,28988
Category_009,102015,north,7579
Category_009,102015,south,44069
Category_009,102015,west,3683
Category_009,102016,east,17008
Category_009,102016,north,4955
Category_009,102016,south,6164
Category_009,102016,west,7125
Category_009,112011,south,99
Category_009,112012,east,7850
Category_009,112012,north,4350
Category_009,112012,south,41101
Category_009,112012,west,3112
Category_009,112013,east,9502
Category_009,112013,north,9014
Category_009,112013,south,51565
Category_009,112013,west,5875
Category_009,112014,east,12811
Category_009,112014,north,4736
Category_009,112014,south,58615
Category_009,112014,west,5337
Category_009,112015,east,22153
Category_009,112015,north,14560
Category_009,112015,south,39680
Category_009,112015,west,5350
Category_009,112016,east,25643
Category_009,112016,north,5136
Category_009,112016,south,14555
Category_009,112016,west,7423
Category_009,12012,east,7645
Category_009,12012,north,3542
Category_009,12012,south,32375
Category_009,12012,west,2940
Category_009,12013,east,13103
Category_009,12013,north,4288
Category_009,12013,south,30738
Category_009,12013,west,1414
Category_009,12014,east,10055
Category_009,12014,north,9094
Category_009,12014,south,33831
Category_009,12014,west,4517
Category_009,12015,east,6455
Category_009,12015,north,5532
Category_009,12015,south,29451
Category_009,12015,west,8207
Category_009,12016,east,9310
Category_009,12016,north,7842
Category_009,12016,south,2268
Category_009,12016,west,11503
Category_009,122011,east,1022
Category_009,122011,north,2
Category_009,122011,south,354
Category_009,122011,west,100
Category_009,122012,east,7704
Category_009,122012,north,3106
Category_009,122012,south,24056
Category_009,122012,west,5838
Category_009,122013,east,10900
Category_009,122013,north,16497
Category_009,122013,south,47678
Category_009,122013,west,4407
Category_009,122014,east,6632
Category_009,122014,north,2174
Category_009,122014,south,47062
Category_009,122014,west,5282
Category_009,122015,east,33482
Category_009,122015,north,5048
Category_009,122015,south,32884
Category_009,122015,west,11350
Category_009,122016,east,12000
Category_009,122016,north,8868
Category_009,122016,south,2431
Category_009,122016,west,4058
Category_009,22012,east,13442
Category_009,22012,north,4424
Category_009,22012,south,45581
Category_009,22012,west,2156
Category_009,22013,east,26843
Category_009,22013,north,2130
Category_009,22013,south,45579
Category_009,22013,west,1879
Category_009,22014,east,14066
Category_009,22014,north,15199
Category_009,22014,south,28060
Category_009,22014,west,1247
Category_009,22015,east,13760
Category_009,22015,north,27773
Category_009,22015,south,43637
Category_009,22015,west,158
Category_009,22016,east,15152
Category_009,22016,north,19493
Category_009,22016,south,1772
Category_009,22016,west,80
Category_009,32012,east,23503
Category_009,32012,north,4587
Category_009,32012,south,41901
Category_009,32012,west,2587
Category_009,32013,east,4991
Category_009,32013,north,5857
Category_009,32013,south,41163
Category_009,32013,west,4108
Category_009,32014,east,8428
Category_009,32014,north,7914
Category_009,32014,south,57872
Category_009,32014,west,2575
Category_009,32015,east,15114
Category_009,32015,north,7037
Category_009,32015,south,61138
Category_009,32015,west,1532
Category_009,32016,east,29116
Category_009,32016,north,10744
Category_009,32016,south,444
Category_009,32016,west,5913
Category_009,42012,east,10130
Category_009,42012,north,3669
Category_009,42012,south,56057
Category_009,42012,west,2210
Category_009,42013,east,5724
Category_009,42013,north,1869
Category_009,42013,south,78008
Category_009,42013,west,6083
Category_009,42014,east,11022
Category_009,42014,north,6104
Category_009,42014,south,42927
Category_009,42014,west,4240
Category_009,42015,east,11186
Category_009,42015,north,12531
Category_009,42015,south,40257
Category_009,42015,west,6698
Category_009,42016,east,23942
Category_009,42016,north,8814
Category_009,42016,south,10383
Category_009,42016,west,3086
Category_009,52012,east,16448
Category_009,52012,north,3779
Category_009,52012,south,41838
Category_009,52012,west,4900
Category_009,52013,east,16370
Category_009,52013,north,4491
Category_009,52013,south,36774
Category_009,52013,west,2692
Category_009,52014,east,13132
Category_009,52014,north,6762
Category_009,52014,south,29745
Category_009,52014,west,2953
Category_009,52015,east,18356
Category_009,52015,north,5569
Category_009,52015,south,41809
Category_009,52015,west,4410
Category_009,52016,east,23463
Category_009,52016,north,3931
Category_009,52016,south,4991
Category_009,52016,west,3490
Category_009,62012,east,16001
Category_009,62012,north,8635
Category_009,62012,south,59577
Category_009,62012,west,800
Category_009,62013,east,11207
Category_009,62013,north,3957
Category_009,62013,south,33072
Category_009,62013,west,2116
Category_009,62014,east,36492
Category_009,62014,north,5342
Category_009,62014,south,65565
Category_009,62014,west,9517
Category_009,62015,east,35852
Category_009,62015,north,11895
Category_009,62015,south,50661
Category_009,62015,west,3335
Category_009,62016,east,17245
Category_009,62016,north,6300
Category_009,62016,south,7972
Category_009,62016,west,8144
Category_009,72012,east,13120
Category_009,72012,north,6448
Category_009,72012,south,35324
Category_009,72012,west,5125
Category_009,72013,east,8562
Category_009,72013,north,5969
Category_009,72013,south,41609
Category_009,72013,west,2510
Category_009,72014,east,7383
Category_009,72014,north,5431
Category_009,72014,south,27791
Category_009,72014,west,4843
Category_009,72015,east,14351
Category_009,72015,north,9957
Category_009,72015,south,29094
Category_009,72015,west,6604
Category_009,72016,east,17888
Category_009,72016,north,10060
Category_009,72016,south,1674
Category_009,72016,west,8460
Category_009,82012,east,13989
Category_009,82012,north,4716
Category_009,82012,south,18298
Category_009,82012,west,3180
Category_009,82013,east,8044
Category_009,82013,north,5932
Category_009,82013,south,53837
Category_009,82013,west,4238
Category_009,82014,east,8671
Category_009,82014,north,4221
Category_009,82014,south,43218
Category_009,82014,west,6170
Category_009,82015,east,14639
Category_009,82015,north,9186
Category_009,82015,south,39044
Category_009,82015,west,1875
Category_009,82016,east,27192
Category_009,82016,north,10487
Category_009,82016,south,1860
Category_009,82016,west,2104
Category_009,92012,east,11117
Category_009,92012,north,7860
Category_009,92012,south,50069
Category_009,92012,west,2475
Category_009,92013,east,15825
Category_009,92013,north,4624
Category_009,92013,south,79495
Category_009,92013,west,4472
Category_009,92014,east,10690
Category_009,92014,north,13934
Category_009,92014,south,66462
Category_009,92014,west,2662
Category_009,92015,east,20914
Category_009,92015,north,9423
Category_009,92015,south,32741
Category_009,92015,west,4434
Category_009,92016,east,22017
Category_009,92016,north,2417
Category_009,92016,south,6184
Category_009,92016,west,2700
Category_010,102012,east,308
Category_010,102012,north,4
Category_010,102013,east,69
Category_010,102014,east,267
Category_010,102014,north,7
Category_010,102015,east,134
Category_010,102015,north,13
Category_010,102015,south,1400
Category_010,102016,east,198
Category_010,102016,north,59
Category_010,112012,east,150
Category_010,112012,north,55
Category_010,112013,east,126
Category_010,112013,north,15
Category_010,112014,east,54
Category_010,112014,north,117
Category_010,112015,east,135
Category_010,112015,north,119
Category_010,112015,south,600
Category_010,112016,east,871
Category_010,112016,north,211
Category_010,12012,east,105
Category_010,12013,east,68
Category_010,12013,north,28
Category_010,12014,east,98
Category_010,12014,north,6
Category_010,12015,east,103
Category_010,12015,north,24
Category_010,12016,east,23
Category_010,12016,north,5
Category_010,122012,east,154
Category_010,122013,east,200
Category_010,122014,east,34
Category_010,122014,north,64
Category_010,122015,east,30
Category_010,122015,north,85
Category_010,122015,south,880
Category_010,122016,east,69
Category_010,122016,north,49
Category_010,22012,east,97
Category_010,22013,east,241
Category_010,22013,north,8
Category_010,22014,east,251
Category_010,22014,north,3
Category_010,22015,east,248
Category_010,22015,north,58
Category_010,22016,east,150
Category_010,22016,north,31
Category_010,32012,east,88
Category_010,32013,east,119
Category_010,32014,east,141
Category_010,32014,north,167
Category_010,32015,east,297
Category_010,32015,north,3
Category_010,32016,east,66
Category_010,32016,north,108
Category_010,42012,east,161
Category_010,42013,east,333
Category_010,42013,north,4
Category_010,42014,east,585
Category_010,42014,north,103
Category_010,42015,east,55
Category_010,42015,north,40
Category_010,42016,east,397
Category_010,42016,north,17
Category_010,52012,east,143
Category_010,52012,south,1760
Category_010,52013,east,423
Category_010,52014,east,128
Category_010,52014,north,77
Category_010,52015,east,193
Category_010,52015,north,3
Category_010,52016,east,73
Category_010,52016,north,863
Category_010,62012,east,95
Category_010,62013,east,30
Category_010,62013,north,3
Category_010,62014,east,561
Category_010,62014,north,225
Category_010,62015,east,338
Category_010,62015,north,224
Category_010,62016,east,83
Category_010,62016,north,536
Category_010,72012,east,824
Category_010,72013,east,1539
Category_010,72014,east,65
Category_010,72015,east,154
Category_010,72015,north,30
Category_010,72016,east,19
Category_010,72016,north,104
Category_010,82012,east,252
Category_010,82012,north,192
Category_010,82013,east,179
Category_010,82014,east,145
Category_010,82014,north,262
Category_010,82015,east,165
Category_010,82015,north,12
Category_010,82016,east,27
Category_010,82016,north,289
Category_010,92012,east,141
Category_010,92012,north,10
Category_010,92013,east,136
Category_010,92013,north,18
Category_010,92014,east,144
Category_010,92014,north,6
Category_010,92015,east,152
Category_010,92015,north,103
Category_010,92015,south,940
Category_010,92016,east,176
Category_010,92016,north,4
Category_011,102011,south,2
Category_011,102012,east,249
Category_011,102012,north,23551
Category_011,102012,south,10936
Category_011,102012,west,6
Category_011,102013,east,128
Category_011,102013,north,30291
Category_011,102013,south,14005
Category_011,102013,west,1553
Category_011,102014,east,59
Category_011,102014,north,38317
Category_011,102014,south,12548
Category_011,102014,west,2151
Category_011,102015,east,222
Category_011,102015,north,21929
Category_011,102015,south,4513
Category_011,102015,west,1018
Category_011,102016,east,388
Category_011,102016,north,23900
Category_011,102016,south,5204
Category_011,102016,west,817
Category_011,112012,east,304
Category_011,112012,north,25206
Category_011,112012,south,32615
Category_011,112012,west,30
Category_011,112013,east,27
Category_011,112013,north,26098
Category_011,112013,south,5154
Category_011,112013,west,3433
Category_011,112014,east,157
Category_011,112014,north,25760
Category_011,112014,south,14198
Category_011,112014,west,161
Category_011,112015,east,312
Category_011,112015,north,66174
Category_011,112015,south,16679
Category_011,112015,west,763
Category_011,112016,east,63
Category_011,112016,north,46154
Category_011,112016,south,60997
Category_011,112016,west,1079
Category_011,12012,east,150
Category_011,12012,north,16976
Category_011,12012,south,1609
Category_011,12012,west,1
Category_011,12013,east,60
Category_011,12013,north,27815
Category_011,12013,south,8225
Category_011,12013,west,23
Category_011,12014,east,37
Category_011,12014,north,24357
Category_011,12014,south,9114
Category_011,12014,west,1728
Category_011,12015,east,65
Category_011,12015,north,25843
Category_011,12015,south,20753
Category_011,12015,west,4832
Category_011,12016,east,66
Category_011,12016,north,34969
Category_011,12016,south,15285
Category_011,12016,west,278
Category_011,12017,north,500
Category_011,122011,north,40
Category_011,122011,west,6
Category_011,122012,east,151
Category_011,122012,north,23089
Category_011,122012,south,628
Category_011,122012,west,2
Category_011,122013,east,154
Category_011,122013,north,21890
Category_011,122013,south,23776
Category_011,122013,west,1715
Category_011,122014,east,153
Category_011,122014,north,22564
Category_011,122014,south,6442
Category_011,122014,west,2954
Category_011,122015,east,9
Category_011,122015,north,28232
Category_011,122015,south,13429
Category_011,122015,west,395
Category_011,122016,east,38
Category_011,122016,north,66830
Category_011,122016,south,157
Category_011,122016,west,415
Category_011,22012,east,241
Category_011,22012,north,23380
Category_011,22012,south,29080
Category_011,22012,west,11
Category_011,22013,east,313
Category_011,22013,north,42255
Category_011,22013,south,35448
Category_011,22013,west,2
Category_011,22014,east,59
Category_011,22014,north,24481
Category_011,22014,south,4465
Category_011,22014,west,4274
Category_011,22015,east,185
Category_011,22015,north,31728
Category_011,22015,south,12501
Category_011,22015,west,1219
Category_011,22016,east,15
Category_011,22016,north,88823
Category_011,22016,south,13406
Category_011,22016,west,6
Category_011,32012,east,134
Category_011,32012,north,35103
Category_011,32012,south,15191
Category_011,32012,west,18
Category_011,32013,east,147
Category_011,32013,north,23129
Category_011,32013,south,5124
Category_011,32013,west,890
Category_011,32014,east,169
Category_011,32014,north,36774
Category_011,32014,south,20571
Category_011,32014,west,3954
Category_011,32015,east,82
Category_011,32015,north,31877
Category_011,32015,south,5289
Category_011,32015,west,4235
Category_011,32016,east,353
Category_011,32016,north,29412
Category_011,32016,south,35533
Category_011,32016,west,241
Category_011,42012,east,215
Category_011,42012,north,15712
Category_011,42012,south,8609
Category_011,42012,west,10
Category_011,42013,east,237
Category_011,42013,north,24346
Category_011,42013,south,23645
Category_011,42013,west,1674
Category_011,42014,east,118
Category_011,42014,north,30367
Category_011,42014,south,9921
Category_011,42014,west,1544
Category_011,42015,east,23
Category_011,42015,north,38937
Category_011,42015,south,20651
Category_011,42015,west,1203
Category_011,42016,east,195
Category_011,42016,north,63818
Category_011,42016,south,3082
Category_011,42016,west,40
Category_011,52012,east,245
Category_011,52012,north,22388
Category_011,52012,south,36831
Category_011,52012,west,37
Category_011,52013,east,93
Category_011,52013,north,18901
Category_011,52013,south,13749
Category_011,52013,west,1710
Category_011,52014,east,243
Category_011,52014,north,32387
Category_011,52014,south,5193
Category_011,52014,west,2268
Category_011,52015,east,40
Category_011,52015,north,23590
Category_011,52015,south,10357
Category_011,52015,west,1031
Category_011,52016,east,853
Category_011,52016,north,25745
Category_011,52016,south,30107
Category_011,52016,west,44
Category_011,62012,east,252
Category_011,62012,north,19740
Category_011,62012,south,8967
Category_011,62012,west,16
Category_011,62013,east,62
Category_011,62013,north,14686
Category_011,62013,south,25982
Category_011,62013,west,3104
Category_011,62014,east,257
Category_011,62014,north,36740
Category_011,62014,south,23268
Category_011,62014,west,1362
Category_011,62015,east,220
Category_011,62015,north,28316
Category_011,62015,south,18021
Category_011,62015,west,536
Category_011,62016,east,337
Category_011,62016,north,23019
Category_011,62016,south,60
Category_011,62016,west,169
Category_011,72012,east,214
Category_011,72012,north,16849
Category_011,72012,south,19638
Category_011,72012,west,1
Category_011,72013,east,56
Category_011,72013,north,25363
Category_011,72013,south,4577
Category_011,72013,west,2142
Category_011,72014,east,222
Category_011,72014,north,30832
Category_011,72014,south,6451
Category_011,72014,west,2135
Category_011,72015,east,195
Category_011,72015,north,36349
Category_011,72015,south,6993
Category_011,72015,west,556
Category_011,72016,east,46
Category_011,72016,north,52184
Category_011,72016,south,5285
Category_011,72016,west,609
Category_011,82012,east,109
Category_011,82012,north,16041
Category_011,82012,south,14029
Category_011,82012,west,37
Category_011,82013,east,59
Category_011,82013,north,20705
Category_011,82013,south,27516
Category_011,82013,west,1063
Category_011,82014,east,53
Category_011,82014,north,27550
Category_011,82014,south,6958
Category_011,82014,west,1173
Category_011,82015,east,169
Category_011,82015,north,16371
Category_011,82015,south,10307
Category_011,82015,west,277
Category_011,82016,east,213
Category_011,82016,north,61474
Category_011,82016,south,16218
Category_011,82016,west,277
Category_011,92012,east,100
Category_011,92012,north,26057
Category_011,92012,south,19753
Category_011,92012,west,65
Category_011,92013,east,237
Category_011,92013,north,17387
Category_011,92013,south,11466
Category_011,92013,west,489
Category_011,92014,east,560
Category_011,92014,north,50200
Category_011,92014,south,16731
Category_011,92014,west,1247
Category_011,92015,east,174
Category_011,92015,north,28451
Category_011,92015,south,19694
Category_011,92015,west,502
Category_011,92016,east,73
Category_011,92016,north,95605
Category_011,92016,south,14000
Category_011,92016,west,458
Category_012,102013,east,16
Category_012,102014,east,139
Category_012,102014,north,470
Category_012,102014,south,101
Category_012,102014,west,1033
Category_012,102015,east,139
Category_012,102015,north,210
Category_012,102015,south,5688
Category_012,102015,west,294
Category_012,102016,east,223
Category_012,102016,north,214
Category_012,102016,south,345
Category_012,102016,west,32
Category_012,112012,east,1
Category_012,112013,east,27
Category_012,112013,north,2
Category_012,112014,east,6
Category_012,112014,north,50
Category_012,112014,south,3023
Category_012,112014,west,305
Category_012,112015,east,551
Category_012,112015,north,851
Category_012,112015,south,4593
Category_012,112015,west,1032
Category_012,112016,east,374
Category_012,112016,north,1176
Category_012,112016,south,288
Category_012,112016,west,221
Category_012,12013,east,2
Category_012,12014,east,32
Category_012,12014,south,510
Category_012,12015,east,6
Category_012,12015,south,196
Category_012,12015,west,607
Category_012,12016,east,437
Category_012,12016,north,403
Category_012,12016,south,434
Category_012,12016,west,1786
Category_012,12017,south,70
Category_012,122012,east,16
Category_012,122014,east,21
Category_012,122014,north,200
Category_012,122014,south,112
Category_012,122014,west,651
Category_012,122015,east,3
Category_012,122015,north,674
Category_012,122015,south,2522
Category_012,122015,west,1630
Category_012,122016,east,422
Category_012,122016,north,299
Category_012,122016,south,787
Category_012,122016,west,10
Category_012,22013,east,12
Category_012,22014,east,10
Category_012,22014,south,167
Category_012,22015,east,28
Category_012,22015,north,40
Category_012,22015,south,278
Category_012,22015,west,35
Category_012,22016,east,497
Category_012,22016,north,858
Category_012,22016,south,26
Category_012,22016,west,100
Category_012,32013,east,14
Category_012,32014,east,3
Category_012,32014,south,488
Category_012,32014,west,2
Category_012,32015,east,24
Category_012,32015,north,76
Category_012,32015,south,2820
Category_012,32015,west,81
Category_012,32016,east,1245
Category_012,32016,north,565
Category_012,32016,south,4
Category_012,32016,west,265
Category_012,42013,east,15
Category_012,42014,south,100
Category_012,42014,west,175
Category_012,42015,east,2
Category_012,42015,north,161
Category_012,42015,south,879
Category_012,42015,west,299
Category_012,42016,east,1176
Category_012,42016,north,400
Category_012,42016,south,1463
Category_012,42016,west,65
Category_012,52013,east,34
Category_012,52014,east,39
Category_012,52014,south,425
Category_012,52015,east,41
Category_012,52015,north,150
Category_012,52015,south,2033
Category_012,52015,west,235
Category_012,52016,east,470
Category_012,52016,north,1670
Category_012,52016,south,70
Category_012,52016,west,605
Category_012,62013,east,3
Category_012,62014,east,9
Category_012,62014,south,16
Category_012,62014,west,50
Category_012,62015,east,5
Category_012,62015,north,202
Category_012,62015,south,73
Category_012,62015,west,689
Category_012,62016,east,270
Category_012,62016,north,1282
Category_012,62016,south,109
Category_012,62016,west,1004
Category_012,72013,east,553
Category_012,72014,east,1
Category_012,72014,south,300
Category_012,72014,west,114
Category_012,72015,east,107
Category_012,72015,north,345
Category_012,72015,south,200
Category_012,72015,west,145
Category_012,72016,east,1020
Category_012,72016,north,2041
Category_012,72016,south,130
Category_012,72016,west,44
Category_012,82013,east,8
Category_012,82014,east,32
Category_012,82014,south,388
Category_012,82014,west,5
Category_012,82015,east,37
Category_012,82015,north,300
Category_012,82015,south,977
Category_012,82015,west,214
Category_012,82016,east,57
Category_012,82016,north,694
Category_012,82016,west,879
Category_012,92013,east,4
Category_012,92014,east,388
Category_012,92014,north,6
Category_012,92014,south,140
Category_012,92014,west,658
Category_012,92015,north,1931
Category_012,92015,south,937
Category_012,92015,west,379
Category_012,92016,east,407
Category_012,92016,north,318
Category_012,92016,south,24
Category_012,92016,west,1132
Category_013,102012,east,1434
Category_013,102012,north,852
Category_013,102012,south,6956
Category_013,102013,east,2433
Category_013,102013,north,1682
Category_013,102013,south,25701
Category_013,102014,east,765
Category_013,102014,north,1115
Category_013,102014,south,1098
Category_013,102015,east,1053
Category_013,102015,north,2442
Category_013,102015,south,2123
Category_013,102016,east,336
Category_013,102016,north,1710
Category_013,112012,east,1741
Category_013,112012,north,1059
Category_013,112012,south,1295
Category_013,112013,east,1183
Category_013,112013,north,1324
Category_013,112013,south,21736
Category_013,112014,east,1042
Category_013,112014,north,1549
Category_013,112014,south,822
Category_013,112015,east,601
Category_013,112015,north,1353
Category_013,112015,south,5216
Category_013,112016,east,583
Category_013,112016,north,1388
Category_013,12012,east,1602
Category_013,12012,north,1793
Category_013,12012,south,80
Category_013,12013,east,1232
Category_013,12013,north,1300
Category_013,12013,south,3105
Category_013,12014,east,656
Category_013,12014,north,1257
Category_013,12014,south,1714
Category_013,12015,east,501
Category_013,12015,north,1473
Category_013,12015,south,1251
Category_013,12016,east,321
Category_013,12016,north,838
Category_013,12016,south,96
Category_013,122011,east,407
Category_013,122012,east,794
Category_013,122012,north,1299
Category_013,122012,south,28
Category_013,122013,east,565
Category_013,122013,north,1166
Category_013,122013,south,1101
Category_013,122014,east,893
Category_013,122014,north,1583
Category_013,122014,south,2266
Category_013,122015,east,599
Category_013,122015,north,1106
Category_013,122015,south,1736
Category_013,122016,east,754
Category_013,122016,north,1022
Category_013,22012,east,1935
Category_013,22012,north,2014
Category_013,22012,south,967
Category_013,22013,east,455
Category_013,22013,north,2494
Category_013,22013,south,6300
Category_013,22014,east,552
Category_013,22014,north,820
Category_013,22014,south,2350
Category_013,22015,east,516
Category_013,22015,north,1525
Category_013,22015,south,4116
Category_013,22016,east,1830
Category_013,22016,north,971
Category_013,32012,east,1963
Category_013,32012,north,3173
Category_013,32012,south,550
Category_013,32013,east,787
Category_013,32013,north,1518
Category_013,32013,south,1576
Category_013,32014,east,592
Category_013,32014,north,1180
Category_013,32014,south,5350
Category_013,32015,east,556
Category_013,32015,north,3564
Category_013,32015,south,4394
Category_013,32016,east,2167
Category_013,32016,north,1988
Category_013,42012,east,1329
Category_013,42012,north,976
Category_013,42012,south,1335
Category_013,42013,east,230
Category_013,42013,north,901
Category_013,42013,south,6649
Category_013,42014,east,752
Category_013,42014,north,1506
Category_013,42014,south,3392
Category_013,42015,east,570
Category_013,42015,north,1383
Category_013,42015,south,650
Category_013,42016,east,552
Category_013,42016,north,1360
Category_013,52012,east,1584
Category_013,52012,north,426
Category_013,52012,south,120
Category_013,52013,east,830
Category_013,52013,north,1480
Category_013,52013,south,2314
Category_013,52014,east,911
Category_013,52014,north,571
Category_013,52014,south,14321
Category_013,52015,east,888
Category_013,52015,north,1377
Category_013,52015,south,856
